session_id,usb_entropy,usb_state_code,api_call_freq,permission_count,system_cpu_load,system_mem_usage,behavioral_score,signature_score,event_code,label
1915,1.413449946,3,480,10,1.165718745,948.1548201,0.185137982,0.743437495,906,0
1916,3.311522751,3,382,4,13.30802688,3085.1768,0.896422061,0.035902726,310,0
1917,2.277425752,4,242,9,92.37002504,269.182836,0.110148258,0.233954922,692,0
1918,3.201320845,4,363,8,81.15936306,1442.712726,0.396110712,0.49628361,610,0
1919,2.916856819,4,90,11,28.51177373,1503.926631,0.625086277,0.959302911,283,0
1920,0.862248633,0,232,19,55.52419388,974.6742667,0.051956802,0.400878698,975,0
1921,0.408603204,3,371,9,31.67107581,1788.367582,0.105484836,0.342073768,458,0
1922,0.570247534,3,462,6,72.03054369,2759.939353,0.401691556,0.324075429,932,0
1923,2.908771627,1,120,3,12.62498651,2774.429134,0.78695461,0.538469392,972,0
1924,2.182784492,0,476,17,59.137499,671.1526891,0.210707849,0.567114907,282,0
1925,1.661755337,0,62,3,89.71726099,2001.660547,0.923290547,0.773918806,954,0
1926,2.05646783,2,48,3,51.75988433,3623.858353,0.838855055,0.134426533,896,0
1927,1.136303258,4,214,7,32.45382396,3515.457932,0.558208415,0.061906786,718,0
1928,0.520159168,1,340,19,15.16601868,3296.627017,0.488911686,0.883729342,652,0
1929,0.786957157,2,262,7,29.51328271,1215.327981,0.443540176,0.419428273,399,0
1930,1.304090736,4,438,4,58.24309651,735.6150277,0.492117507,0.36942377,267,1
1931,1.821174353,4,167,15,90.43924775,1678.607106,0.650536859,0.068830004,153,0
1932,1.434168819,1,244,6,11.06622261,1244.543862,0.52504384,0.760263954,676,0
1933,3.195811722,0,462,11,73.1114948,2917.797143,0.919480909,0.704896216,194,0
1934,2.458738618,3,273,14,19.44508387,1027.401562,0.62673174,0.028763461,375,0
1935,3.274316104,0,225,16,23.95611196,3032.725203,0.927322295,0.510744905,623,0
1936,2.377088562,1,205,10,54.6280831,745.3360396,0.671305998,0.594419334,893,0
1937,0.893063622,1,403,4,79.19809862,3841.343829,0.016348935,0.205477017,708,0
1938,2.29585674,2,139,6,75.15362789,1934.950713,0.386004401,0.806920893,967,0
1939,1.63369394,2,459,16,89.2913674,3147.030523,0.01679728,0.826417642,954,0
1940,0.502472384,2,239,13,1.966087768,3195.315327,0.716144847,0.246810633,855,0
1941,0.599082842,3,393,16,24.18162738,1131.004974,0.80940655,0.889754698,234,0
1942,1.138224674,2,193,17,69.38150205,68.97520821,0.500642743,0.275411516,898,0
1943,1.127372877,4,77,17,55.06880552,3208.924041,0.874571794,0.762864183,827,1
1944,1.898625149,3,407,10,41.94115459,350.8439011,0.455868177,0.917905114,995,0
1945,1.948469663,2,369,4,50.34542935,3336.592399,0.682975007,0.038383107,755,0
1946,1.690991744,2,180,17,65.70925663,3200.22931,0.928924335,0.589305748,701,0
1947,2.663937905,3,16,4,51.49068126,827.1409828,0.16061744,0.66720136,466,0
1948,0.31656913,1,113,3,66.86003956,1951.208904,0.719757679,0.301724828,451,0
1949,1.306043525,4,156,16,44.84132788,776.1181423,0.893009731,0.029454746,134,0
1950,2.2739992,4,349,4,30.63246716,2948.333299,0.543968377,0.175613983,879,0
1951,3.194240501,4,314,2,7.870997438,1125.542227,0.33157173,0.114049082,450,0
1952,2.95696685,1,93,10,41.85641797,826.6679384,0.919952317,0.215049279,549,0
1953,0.416959314,1,394,17,40.81734589,85.52843676,0.967882294,0.813595906,914,1
1954,1.443746036,2,368,12,36.77350253,2391.491207,0.453493477,0.928827602,548,0
1955,2.786256097,1,222,10,81.97702215,1729.910667,0.574178116,0.15936611,964,0
1956,2.468879298,1,390,7,83.87268261,3066.354244,0.918096596,0.661369591,964,0
1957,1.260285172,4,24,16,27.28056731,1951.336341,0.149092023,0.543154502,723,0
1958,1.004077699,0,443,7,40.72498194,2233.757385,0.094813593,0.481198305,402,1
1959,0.885695238,0,286,4,28.6308184,3638.136581,0.874228871,0.990367785,673,0
1960,0.221959155,3,204,19,49.203657,808.5136078,0.288116234,0.436480774,914,0
1961,0.889864467,3,296,14,76.15987295,3884.16649,0.01745635,0.035884256,970,0
1962,2.010557503,1,253,11,68.19164964,1931.792261,0.606219237,0.02951154,388,0
1963,3.182314486,3,390,17,31.45299661,1187.582817,0.235094136,0.478295812,227,0
1964,2.766675746,0,111,1,50.05127736,2122.783118,0.373500274,0.25566857,740,0
1965,0.752675536,3,246,18,56.41612303,2671.159603,0.464575257,0.367810426,405,0
1966,1.460415619,1,58,8,17.55888134,3679.335447,0.865878464,0.023799714,542,0
1967,2.342293474,0,231,6,5.430149568,1373.891811,0.278824841,0.83934703,867,0
1968,2.746138154,2,218,5,38.72307609,795.0608797,0.539815224,0.496990802,238,0
1969,0.275846923,2,123,10,75.70361377,735.5343134,0.948189124,0.185964836,583,1
1970,1.927829321,1,216,14,44.15906914,3993.953826,0.508687531,0.061205473,723,0
1971,1.693491991,1,296,5,25.94264618,409.8755872,0.426579538,0.052741182,747,0
1972,3.391439863,0,133,5,66.76083105,103.9462837,0.62292516,0.919352165,309,0
1973,2.785832439,1,314,2,43.13552526,1211.098021,0.622616508,0.942521484,577,0
1974,2.373487664,0,291,18,43.91548439,1131.301817,0.680697115,0.087652365,336,0
1975,2.700596479,3,488,10,11.84181316,3950.165971,0.265007654,0.471768569,584,0
1976,2.253870025,0,370,17,41.45015211,397.0453757,0.929476575,0.887883607,709,0
1977,0.553296318,2,121,19,4.141751494,2464.723447,0.195950746,0.176943064,780,0
1978,0.761612416,2,60,3,53.0476322,3938.90136,0.318247874,0.932057768,156,0
1979,3.458857474,1,357,19,11.34117141,3850.667249,0.535654358,0.394573508,262,0
1980,1.595161056,2,435,13,30.08938438,758.0652096,0.431918805,0.50933153,801,0
1981,3.317286274,3,438,16,71.22042014,3635.375829,0.322276928,0.798471702,806,0
1982,0.793657062,0,440,13,90.59583136,2147.680323,0.026428516,0.34738402,610,0
1983,1.784501671,0,397,1,33.10280342,2289.00035,0.138063204,0.11023276,440,0
1984,2.125954206,4,207,5,17.95433182,74.15973005,0.84558137,0.975595852,282,0
1985,3.456884887,3,44,18,5.075946056,3798.538335,0.835491827,0.01238769,539,0
1986,1.855137366,4,144,6,42.7706096,3928.371094,0.526680546,0.063492695,612,0
1987,0.903158485,1,215,12,15.49871511,1217.510975,0.609695979,0.116436153,470,1
1988,3.354336417,4,340,19,3.910065153,2882.184292,0.693962048,0.380566623,126,0
1989,1.221413573,2,181,10,78.31757774,1467.697829,0.282050477,0.439405043,784,0
1990,1.058110062,0,379,15,46.11953785,287.899341,0.768134519,0.959592684,752,0
1991,2.7783137,4,347,12,4.812441519,867.5590561,0.919375223,0.83091114,479,0
1992,0.205328999,0,186,7,72.52259677,2033.303686,0.66727817,0.539262283,720,0
1993,1.903452311,1,121,16,16.73546621,3715.498876,0.240023821,0.944402396,725,0
1994,0.189514376,2,485,2,34.8511045,1541.10624,0.434644411,0.004380071,718,0
1995,0.593365254,0,44,10,74.1368198,3801.240979,0.938899224,0.60488,952,0
1996,0.214790433,1,330,4,40.03795777,1380.480157,0.907128031,0.906423188,737,0
1997,2.131609422,3,72,15,83.49279117,3308.45938,0.0200636,0.958519012,291,0
1998,0.405079869,0,299,18,53.06738932,3158.758269,0.868262557,0.99809833,592,1
1999,2.469332612,0,390,17,72.81620194,542.3755968,0.035784561,0.604876301,273,0
2000,0.821335485,4,178,2,38.38260973,1012.839316,0.006603794,0.37308288,350,0
2001,2.176447902,4,488,10,35.71149561,3439.856996,0.000198921,0.569278963,284,0
2002,2.62389695,0,39,17,93.01842353,2843.491688,0.964603115,0.96095941,827,0
2003,0.304785323,4,138,1,4.002584061,3327.503981,0.371124896,0.673301257,755,0
2004,0.169185558,0,81,15,83.95516154,1957.306376,0.577903927,0.939099319,552,0
2005,0.204217691,2,52,4,65.24857621,984.1946592,0.264297369,0.136406034,319,0
2006,0.134595526,4,330,2,56.7688999,976.1145946,0.031364577,0.468011518,232,0
2007,0.592283242,2,407,19,16.60078853,1899.488383,0.48475065,0.838577001,700,0
2008,1.817285429,1,256,1,63.78526619,1211.321496,0.62032203,0.787189022,602,1
2009,0.17946981,3,315,4,73.09279296,3465.983959,0.900599462,0.649449426,380,0
2010,1.948008599,4,70,14,25.51357146,198.092956,0.307786578,0.074589569,461,0
2011,3.140273385,3,136,9,37.22896055,1032.733107,0.840397429,0.50313837,208,0
2012,0.455325684,2,14,8,67.79179666,411.177215,0.348973042,0.243995582,285,0
2013,1.796557539,1,357,1,44.6790955,3098.163137,0.24613919,0.397833885,377,0
2014,1.537884719,2,115,5,74.07166845,1241.403415,0.694434713,0.956354392,986,0
2015,2.498341543,4,203,14,84.87803641,846.4537763,0.603285895,0.927178322,143,0
2016,1.283687823,0,346,18,4.738064042,3617.526801,0.596627771,0.936850665,750,0
2017,0.484830867,1,484,13,84.33818856,2703.989046,0.393937403,0.460240695,962,1
2018,1.086870987,3,86,4,23.54212515,2983.357581,0.665759073,0.813782348,416,0
2019,1.967005907,3,342,9,67.10221762,3143.406259,0.520038072,0.00533698,466,0
2020,2.142884836,3,399,8,80.65319932,2776.5115,0.526011776,0.048637646,945,0
2021,3.314133653,3,272,12,57.38021765,2004.83246,0.937852059,0.564912942,145,0
2022,2.191098111,2,21,16,66.12799971,3534.295499,0.326938031,0.460666149,550,0
2023,3.023524505,0,84,9,72.36613238,647.2473195,0.883647392,0.256479897,252,0
2024,0.103861009,4,13,19,88.65018206,1043.961095,0.362868918,0.686078375,577,0
2025,1.361920618,0,312,14,58.88298446,3617.834345,0.05866258,0.847822864,963,0
2026,1.051121509,3,441,3,72.68982914,1170.996038,0.957388709,0.715911988,439,0
2027,1.875951537,1,466,3,91.72397672,622.6373486,0.427677621,0.855772493,327,0
2028,1.440016488,1,441,3,1.160362574,482.5736265,0.403925916,0.538847976,989,0
2029,0.522107186,1,177,13,46.05659157,3076.174902,0.329569655,0.696138797,497,0
2030,2.990388578,2,88,5,1.514757477,2980.882474,0.99704613,0.573198988,393,0
2031,1.167089674,1,18,13,87.60252212,55.61539158,0.992595665,0.63610867,801,0
2032,1.713195582,1,491,18,63.89271146,2770.733568,0.529720387,0.854970891,100,0
2033,2.707763919,3,143,1,59.19940216,1218.023393,0.196042786,0.857200225,733,0
2034,2.614289641,0,85,9,53.04778185,183.1038655,0.59406992,0.542948836,773,0
2035,1.49938284,4,41,16,63.48578242,3573.244222,0.257646996,0.076945233,453,0
2036,3.044290149,4,379,14,36.80143614,1759.259526,0.785432773,0.097197447,458,0
2037,2.059061924,3,488,12,32.05569255,157.1950805,0.90289407,0.024563173,427,1
2038,0.103513353,2,411,7,33.33692509,66.15791664,0.792067753,0.365203652,287,0
2039,1.654013739,1,317,12,37.18960881,3126.140675,0.7691231,0.74424827,819,0
2040,2.503466384,0,155,17,23.54482413,813.5818952,0.698314055,0.878339863,769,0
2041,0.110929728,4,251,9,5.724789645,3735.608882,0.891832622,0.186144053,855,0
2042,2.302628013,3,52,17,78.32934991,2247.946453,0.431695646,0.48581421,110,1
2043,0.491328911,2,361,8,25.76840927,2246.627855,0.046783975,0.046610249,522,0
2044,2.598496883,2,461,12,85.21449374,115.4193464,0.195090769,0.192921325,570,0
2045,2.685913328,2,216,12,42.48559282,252.9964847,0.548606086,0.283870057,979,0
2046,1.077524774,1,420,12,41.91089951,3897.074028,0.605488237,0.749806858,446,0
2047,0.380506356,0,257,8,69.83069364,1990.889732,0.312749662,0.663058706,137,0
2048,1.105111472,4,24,2,1.079468921,3933.579477,0.616779668,0.166824775,851,0
2049,2.085870192,2,390,5,73.77974136,644.0376079,0.066262889,0.027671149,824,0
2050,0.346096048,4,128,12,53.11401649,2154.666824,0.254851053,0.901048096,764,0
2051,1.930304991,1,67,3,44.47887416,2883.004493,0.148300575,0.893627416,400,0
2052,0.709175155,3,301,18,13.19065596,2846.236126,0.081706302,0.512774645,803,0
2053,1.786401719,3,355,14,25.50326257,2372.661258,0.247143099,0.042903401,838,0
2054,0.967863519,2,429,14,37.08190714,3217.188187,0.442737041,0.8851157,818,0
2055,2.724349367,1,175,8,72.34081341,1802.423612,0.084686473,0.007791381,202,0
2056,0.630834122,2,448,13,38.9851236,2520.343156,0.741593008,0.367269826,662,0
2057,2.629176783,2,275,3,89.81525037,948.9807964,0.61472959,0.719108604,332,0
2058,2.124550295,1,324,5,85.14744306,2620.01041,0.309722804,0.109185343,289,1
2059,2.273473245,0,355,17,51.3345447,2869.78789,0.755675887,0.155065305,107,0
2060,3.382294967,1,333,1,40.48107331,3418.388513,0.539920134,0.533823195,677,0
2061,0.385547973,1,475,18,75.30387311,813.1797718,0.716725116,0.459566238,392,0
2062,2.047291941,0,201,7,29.00571906,1985.620757,0.269627423,0.127303466,662,0
2063,3.074196753,3,217,13,36.99203211,3588.55939,0.078133166,0.351078427,540,0
2064,2.758414451,0,272,9,78.8711464,2510.849213,0.241318779,0.555258911,781,0
2065,1.349825108,2,57,14,69.61655586,2576.628456,0.262377751,0.93371784,512,0
2066,2.044561664,3,183,3,46.86000822,2636.551983,0.729456059,0.508969171,371,0
2067,0.577247446,4,41,5,2.162852527,2695.645039,0.38457732,0.894368739,347,0
2068,0.402764285,2,393,12,1.102761762,1411.913528,0.890322736,0.133303258,671,0
2069,3.337941632,2,332,17,57.25200962,199.492944,0.311516487,0.815850685,847,0
2070,1.738798491,0,483,10,5.3782514,3491.331294,0.443831561,0.043129242,859,0
2071,2.857026225,2,318,5,93.11184766,3551.89116,0.286416225,0.601078849,757,0
2072,2.599640664,4,155,5,4.090503342,995.1804657,0.413835301,0.846260336,199,0
2073,0.622609184,2,41,8,36.83135686,3628.418095,0.661741242,0.975600045,304,1
2074,1.763577245,3,298,17,53.81421642,3987.991847,0.72151176,0.396435815,448,0
2075,2.772682987,3,144,18,91.90978642,859.3608291,0.148457967,0.189042522,707,1
2076,3.382695987,0,336,3,52.32673052,882.703607,0.591932791,0.175726287,571,0
2077,2.854658664,3,388,8,86.34272068,2370.592302,0.181767994,0.775356464,928,1
2078,2.641175163,3,229,10,42.68563388,1861.046991,0.947607697,0.913663398,878,1
2079,0.497929049,0,79,12,4.760826757,3903.226457,0.693540489,0.342700721,843,0
2080,1.538770639,0,275,5,30.85040423,1407.076083,0.073169958,0.189481109,409,0
2081,3.054506411,3,108,13,93.84104087,1470.517634,0.345942121,0.362046944,491,0
2082,0.258169833,2,287,3,11.03994454,3028.161588,0.979078534,0.115623076,640,0
2083,0.604801433,4,474,16,10.51063158,1018.567506,0.831962547,0.766103682,617,0
2084,2.696701937,0,251,5,77.36420498,1396.632992,0.515177895,0.26847932,105,0
2085,3.356587918,2,122,11,42.28211876,657.7767703,0.501069069,0.79784126,884,0
2086,2.691717253,4,350,16,45.30429219,3796.508151,0.183801235,0.205570307,323,1
2087,2.659205275,4,65,5,52.37110991,1294.761635,0.405376473,0.321747431,308,0
2088,0.31408504,2,292,11,78.63629839,3160.626262,0.589915091,0.223867143,819,1
2089,0.795069929,1,402,6,50.46562539,991.8528636,0.724908771,0.165429323,518,0
2090,3.3335013,3,287,13,8.11227601,575.4018734,0.360449169,0.769451805,867,0
2091,2.009356534,1,80,18,54.23223435,1017.622429,0.46260035,0.989430807,720,1
2092,2.466715004,0,370,10,8.53766919,2192.389136,0.240860485,0.379953997,975,0
2093,0.285310478,4,128,12,93.89058504,948.6891617,0.184313616,0.129071794,559,1
2094,1.94123163,3,452,7,46.08483186,2592.056908,0.491377996,0.441918333,370,0
2095,2.703333858,3,276,13,43.54863877,165.2088603,0.999344998,0.165711088,834,0
2096,0.804073273,4,254,15,57.53487126,3396.805763,0.59310867,0.697726594,463,0
2097,2.044019395,1,208,13,5.455537808,3465.676565,0.065093703,0.8478673,174,0
2098,0.367553731,3,97,8,55.6999954,3155.086808,0.715913127,0.318052242,252,0
2099,1.77300867,0,218,19,31.60413624,1614.071921,0.108635561,0.860128976,759,0
2100,1.169297333,4,229,13,42.91051959,2031.199815,0.594894149,0.760649334,515,0
2101,2.699682745,2,426,11,71.86811382,1137.947874,0.264866437,0.933555742,719,0
2102,0.721491874,3,395,16,73.32237625,2796.074713,0.940600498,0.174510573,127,0
2103,2.889343726,4,401,4,41.41285537,2203.685598,0.18024836,0.388864821,595,0
2104,1.388629309,1,483,3,69.94360257,1449.063395,0.359302711,0.490187608,540,1
2105,0.749823196,0,440,2,52.18788702,3133.665902,0.744398664,0.58268087,448,0
2106,1.432866891,4,363,12,71.27276789,1829.381315,0.145340266,0.971122982,442,0
2107,2.445595487,3,355,2,79.63548747,759.4445231,0.351724143,0.447157861,633,0
2108,2.326877807,1,476,18,66.0444004,1671.953995,0.81018228,0.673063969,145,0
2109,3.455736246,4,454,9,10.29957629,1421.864008,0.090141019,0.958944731,970,0
2110,2.976146306,1,90,1,49.53075873,1291.81316,0.506342557,0.718132307,265,0
2111,0.54865484,1,325,2,78.6658172,3931.383863,0.398405918,0.840412974,408,0
2112,0.1853275,4,487,19,88.59335718,128.3127094,0.899062013,0.173811828,811,0
2113,0.523982764,4,285,12,64.66483082,1939.140177,0.207624071,0.415441504,301,0
2114,2.626028657,3,414,1,94.78564148,3041.122071,0.118406459,0.661928398,561,0
2115,3.442857228,4,20,3,48.37390209,855.9954545,0.499868966,0.503768505,892,1
2116,2.901489202,1,477,14,67.62135669,2951.460946,0.574679036,0.557528698,946,0
2117,1.541089899,4,161,12,17.71816282,1277.247688,0.405508589,0.039395274,260,0
2118,1.729919766,4,335,4,14.22672087,2363.160573,0.80543162,0.295341981,507,0
2119,0.643809611,4,363,17,30.04358228,3086.476562,0.91937626,0.192624244,513,0
2120,0.722863154,4,498,13,29.29747962,2151.257963,0.933741823,0.508064496,654,0
2121,2.044803647,1,154,7,27.81273197,476.3051187,0.314621619,0.64075801,313,0
2122,3.158198914,0,11,9,25.56126595,1527.542332,0.876228013,0.310585893,866,0
2123,3.468861505,1,72,18,63.14342318,2147.66909,0.630399285,0.89555757,506,0
2124,1.94161737,2,346,16,35.48456539,3187.061744,0.871877291,0.583473976,439,0
2125,0.617203949,2,366,17,92.2713333,61.8953171,0.583365361,0.340749622,893,0
2126,1.827461343,1,493,18,69.88573883,861.6333985,0.227926159,0.858313386,104,0
2127,0.304292486,1,291,15,68.59821179,1080.353529,0.746079661,0.112463142,577,0
2128,2.931742818,3,310,17,38.83131863,1408.919152,0.730305015,0.28458625,338,0
2129,0.757225614,2,175,3,36.36467461,103.132069,0.271874273,0.554789498,935,0
2130,0.44120906,2,417,8,33.55743593,908.6452508,0.2921282,0.342716342,843,1
2131,3.234784488,4,34,5,89.12232585,2480.706591,0.36089238,0.69944321,797,0
2132,0.182989277,4,218,1,53.13743899,2785.972403,0.485767371,0.864060437,948,1
2133,0.90719847,2,460,9,51.8832841,2903.987596,0.531856504,0.689976445,148,1
2134,1.585568424,3,208,6,36.97502585,267.7859276,0.897983572,0.326644297,556,0
2135,2.059959494,3,57,17,53.37778128,1165.843274,0.148643069,0.34013485,706,0
2136,1.307952802,2,36,10,41.97574638,2517.417512,0.715872723,0.580856934,153,0
2137,1.657879838,4,364,2,35.34541262,1008.877458,0.024127205,0.142834783,483,0
2138,2.621682692,2,235,18,50.15509046,2079.152398,0.54517957,0.195531418,483,0
2139,1.90245448,1,202,6,62.63588061,1119.437537,0.459430355,0.293917742,457,1
2140,1.344146826,1,147,7,79.96705451,2048.589576,0.019724498,0.097307537,135,0
2141,0.367013935,4,161,11,69.46884306,720.2855284,0.846756323,0.762783997,483,0
2142,1.69736604,2,74,8,47.72362193,1454.537123,0.056406914,0.274131593,771,0
2143,1.308266317,0,279,3,73.6234065,2541.663239,0.294563396,0.312548622,787,0
2144,1.277740326,4,413,16,24.73964396,2491.683901,0.945837605,0.661932065,871,0
2145,3.440390997,1,172,10,33.87268663,1766.212317,0.462762184,0.015709517,394,0
2146,2.175857354,3,32,7,74.32000497,3452.076321,0.75041372,0.381959558,625,0
2147,0.311578856,3,474,9,4.383665433,2370.98201,0.512332011,0.829317847,766,0
2148,1.42770266,0,378,10,71.42915158,2743.801279,0.100256863,0.457024372,810,0
2149,0.567370216,3,284,5,92.74376122,1683.346012,0.217591141,0.26550748,680,0
2150,0.306131908,3,356,13,42.27698641,2817.136395,0.823789194,0.628448615,709,0
2151,2.944131937,1,85,10,72.32748612,627.6112402,0.444725028,0.738029109,524,0
2152,2.691844222,1,319,19,48.68467262,2045.635917,0.286155387,0.570218621,870,0
2153,0.490280502,2,103,15,65.84418837,1415.496943,0.64621351,0.515222773,587,0
2154,1.021591723,0,383,7,65.76034313,1857.847541,0.662158025,0.634209919,204,0
2155,1.568969304,0,122,17,6.847019121,2780.694623,0.434730772,0.73600632,441,0
2156,3.423555177,2,490,1,20.95599035,253.8184537,0.575147299,0.65701911,131,0
2157,2.251067719,1,408,7,59.80054563,2149.623202,0.198433709,0.984700661,289,0
2158,0.722383125,2,321,1,22.30795953,3359.167138,0.22005015,0.782309362,624,0
2159,3.065014709,0,478,8,35.21104731,147.8401682,0.178533857,0.852761088,221,0
2160,2.232033944,1,489,13,41.65252136,827.8079786,0.976665984,0.559990373,474,0
2161,2.223673003,1,86,8,13.79969346,1927.883101,0.709206201,0.00291621,328,0
2162,2.015358865,4,328,10,85.36995867,3161.52541,0.304352579,0.171272949,133,0
2163,0.160679185,0,317,7,65.08087771,785.4604071,0.826621249,0.624853395,830,0
2164,1.522104288,0,108,13,31.90457356,1598.768566,0.136913679,0.15671424,301,0
2165,1.571825592,3,350,10,43.37934074,2987.692518,0.451384418,0.826573017,618,0
2166,3.312946612,0,424,12,45.09996383,427.8968848,0.114127563,0.879193813,250,1
2167,2.849079384,1,479,3,65.12098056,1180.219411,0.557214276,0.582004356,392,0
2168,1.625471876,4,411,12,55.43091296,562.2064309,0.671721873,0.955178688,727,0
2169,2.419095139,0,105,14,21.34943677,1759.915179,0.669712841,0.688076268,703,0
2170,1.460398501,3,403,2,18.31475713,1781.221228,0.375380631,0.377805223,238,0
2171,0.229033473,2,110,1,55.80315929,253.3827062,0.493710059,0.559847246,933,0
2172,0.707926087,0,111,7,66.38727252,2422.112797,0.931623487,0.370606225,672,0
2173,0.417173499,2,244,7,61.48393558,863.959323,0.919554771,0.21346944,666,0
2174,2.350263814,2,206,15,39.32948064,2737.57106,0.402415297,0.172613239,917,0
2175,1.447340435,2,295,3,37.59128889,543.3315041,0.361209477,0.41535784,859,0
2176,3.340646448,4,369,14,87.48781569,252.0772099,0.362734217,0.868832724,437,0
2177,0.814283679,2,65,4,56.19174549,2079.470445,0.2552195,0.940703633,191,0
2178,1.067809565,0,238,12,19.06791274,3697.271367,0.639963314,0.796643922,238,0
2179,1.762291221,1,125,7,81.58349042,263.4389977,0.257989919,0.870170515,859,0
2180,1.577183984,1,210,4,82.0534661,3195.745777,0.442757963,0.764674879,217,0
2181,0.688082075,1,180,11,11.47254687,3033.384377,0.250182838,0.573677558,552,0
2182,2.899344831,4,174,18,46.33051203,1235.664612,0.655085484,0.097618506,107,0
2183,0.914072753,0,280,9,36.44746325,1739.661891,0.021289549,0.756524405,280,0
2184,0.248912219,1,104,17,43.79734654,3954.817271,0.147004248,0.365016178,138,0
2185,2.479874759,0,51,16,82.63625305,440.2120829,0.49225899,0.206815979,345,0
2186,2.516778893,2,158,4,16.36766695,2528.153495,0.638319271,0.478083434,110,0
2187,0.168500134,0,439,10,16.58475065,3817.819561,0.384000874,0.721238191,470,0
2188,2.530592623,2,261,13,49.35056185,2429.088397,0.978310784,0.199217147,539,0
2189,2.477680129,2,112,14,87.0066606,885.0642876,0.864342593,0.968646542,620,0
2190,0.604091097,2,356,18,25.45620504,1279.689905,0.733276117,0.874317033,318,0
2191,1.030236158,3,355,4,16.39240243,1315.312988,0.909217075,0.650673295,923,0
2192,0.307468096,3,377,6,13.85253385,734.0063369,0.486675113,0.959747473,970,0
2193,2.910676893,1,328,1,62.94888926,1064.731153,0.34551144,0.581034902,788,0
2194,2.855432483,1,435,15,25.50352697,2064.745966,0.560684525,0.654786163,644,0
2195,0.165024465,4,10,4,2.481542026,930.1864367,0.249948047,0.626244666,510,0
2196,2.869054135,2,156,14,5.770711857,1731.308197,0.039322994,0.15350973,942,0
2197,1.832055105,1,433,3,87.51051457,2333.187422,0.494214122,0.253525706,101,0
2198,1.530396393,2,186,13,25.34556486,3341.229209,0.970342697,0.222910469,187,0
2199,1.206785178,4,370,13,92.10845094,997.8922234,0.542089978,0.133763724,555,0
2200,1.771641627,3,393,13,49.98546662,793.1464414,0.208629924,0.135000271,162,0
2201,3.469727264,4,181,7,9.794334228,1464.579549,0.74735879,0.64672751,167,0
2202,0.967913953,4,39,19,40.62626096,2931.073185,0.248882137,0.049747477,180,0
2203,0.977612822,3,233,13,28.12470822,1214.878059,0.652996235,0.227222093,504,0
2204,2.037396686,1,329,18,36.98628955,1062.403669,0.331699257,0.159247317,861,0
2205,3.134245865,4,266,19,81.76756902,3884.267705,0.761496358,0.950578513,558,0
2206,2.437618114,1,227,18,26.53539447,3106.68192,0.470745985,0.259449249,638,0
2207,2.078293753,1,316,7,91.07116595,2444.408646,0.579336118,0.849515868,521,0
2208,1.72324987,4,250,10,59.26239366,3429.909431,0.574171981,0.507392167,957,0
2209,1.578882553,3,411,19,50.00200441,3845.058257,0.354714529,0.492268005,172,0
2210,1.089282736,3,274,10,10.47802063,3800.07148,0.166845603,0.262512512,750,0
2211,2.151956829,1,66,10,62.75483615,2067.229476,0.587818165,0.617848924,915,0
2212,0.211955226,0,385,8,44.36081283,1349.666519,0.750313248,0.429352027,659,0
2213,2.542619678,1,87,18,68.83650998,2439.96157,0.254202513,0.698498171,636,0
2214,1.658720161,1,87,15,29.43129322,1632.088215,0.409043064,0.460332199,784,0
2215,1.360643567,4,108,18,9.479518159,1802.322887,0.385130341,0.15559506,255,0
2216,3.147811288,0,345,1,87.51128916,3285.494484,0.288219426,0.039085798,499,0
2217,1.128175716,1,72,15,19.55764131,2818.1889,0.208234634,0.463419098,861,1
2218,2.469228764,3,469,13,32.49577574,1467.728145,0.394789407,0.969936438,860,0
2219,2.609533632,4,66,16,70.30336502,924.6832633,0.228055867,0.33688899,955,1
2220,0.963953691,3,81,11,8.375534661,3544.776012,0.677124841,0.4354547,912,0
2221,1.512936109,3,198,9,23.44507975,1625.891027,0.839904783,0.419572254,920,0
2222,0.133010226,2,374,18,82.08529324,3189.312929,0.883029683,0.408570787,247,0
2223,0.496721711,4,76,18,4.738363225,791.3155822,0.651741654,0.327154841,964,0
2224,3.406050862,3,165,1,56.33742499,3872.659941,0.173449328,0.388492078,779,0
2225,2.03808525,1,497,2,43.86477582,238.9455307,0.687327802,0.407033816,308,1
2226,0.336087515,3,409,14,58.44804578,3749.988146,0.687767017,0.746679549,945,0
2227,0.343237953,2,159,12,83.04458458,2482.992205,0.272483242,0.947375728,544,0
2228,3.327651936,1,343,13,29.19988324,539.3530944,0.522089045,0.775636956,634,0
2229,1.140368795,4,308,8,61.74756581,1555.390964,0.181029281,0.630644632,820,0
2230,1.115095262,3,47,14,22.59394264,2449.958609,0.143000015,0.265917376,407,0
2231,0.823384515,4,160,19,16.71147373,352.806865,0.260999966,0.939744431,733,0
2232,0.654054106,2,446,1,84.57887,1408.776,0.205139706,0.124653913,538,0
2233,0.987611379,1,123,10,53.6260046,3548.697216,0.920249733,0.374724856,993,0
2234,1.772034524,4,119,1,31.9656322,3433.28819,0.017457074,0.006137891,526,0
2235,2.98128147,0,434,1,42.37665157,2814.225081,0.26341912,0.977334132,792,1
2236,0.793079557,4,383,17,43.8654943,121.2114906,0.259089035,0.341628059,690,0
2237,1.93043499,4,428,10,67.63536611,3636.046482,0.518903728,0.561688416,935,0
2238,3.440900336,3,305,16,48.63865998,1175.39795,0.050371607,0.724381853,813,0
